# PIMCID: 58e71396-6233-4dae-896e-9353ca8e1ea1
#           K_op            K_cv            V_op            V_cv               E            E_mu          K_op/N          K_cv/N          V_op/N          V_cv/N             E/N     EEcv*Beta^2        Ecv*Beta            dEdB          CvCov1          CvCov2          CvCov3            E_th               P
  2.51633244E+01  3.87820366E+00  4.75006105E+00  4.74955676E+00  8.62776043E+00  8.40776043E+00  1.93884969E+00  1.93910183E+00  2.37503052E+00  2.37477838E+00  4.31388021E+00  3.20088155E+01  2.15694011E+00  2.28618586E+01  1.49992857E+02  0.00000000E+00  5.74680997E+02  1.22088936E+01  5.08455523E-01
  1.39071329E+01  2.05713651E+00  4.89660094E+00  4.89683554E+00  6.95397205E+00  6.73397205E+00  1.02868556E+00  1.02856825E+00  2.44830047E+00  2.44841777E+00  3.47698603E+00  2.58291842E+01  1.73849301E+00  2.37724501E+01  9.12634218E+01  0.00000000E+00  5.27200995E+02  4.27767309E+00 -3.06758354E-01
  1.44317162E+01  3.86442309E+00  2.54197572E+00  2.54209464E+00  6.40651773E+00  6.18651773E+00  1.93227100E+00  1.93221154E+00  1.27098786E+00  1.27104732E+00  3.20325886E+00  2.58282773E+01  1.60162943E+00  2.28687787E+01  9.76262758E+01  0.00000000E+00  4.83688018E+02  6.48528906E+00  2.67214538E-01
  7.89846979E+00  3.38505998E+00  2.81344633E+00  2.81362379E+00  6.19868378E+00  5.97868378E+00  1.69261872E+00  1.69252999E+00  1.40672317E+00  1.40681190E+00  3.09934189E+00  3.02983320E+01  1.54967094E+00  2.31084704E+01  9.15377365E+01  0.00000000E+00  6.15653975E+02  6.98250068E+00  2.76206309E-01
  6.03450568E+00  3.51097435E+00  2.67207202E+00  2.67262604E+00  6.18360040E+00  5.96360040E+00  1.75576419E+00  1.75548718E+00  1.33603601E+00  1.33631302E+00  3.09180020E+00  2.82322554E+01  1.54590010E+00  2.30455321E+01  5.50979322E+01  0.00000000E+00  6.32979446E+02  5.54248767E+00  1.53354679E-01
  9.39039030E+00  2.55852617E+00  3.46535246E+00  3.46559596E+00  6.02412213E+00  5.80412213E+00  1.27938484E+00  1.27926308E+00  1.73267623E+00  1.73279798E+00  3.01206107E+00  2.99717152E+01  1.50603053E+00  2.35217412E+01  7.87712974E+01  0.00000000E+00  6.40204770E+02  9.11087976E+00  3.91248347E-01
  6.26092998E+00  3.56777112E+00  1.32648818E+00  1.32632500E+00  4.89409613E+00  4.67409613E+00  1.78380397E+00  1.78388556E+00  6.63244092E-01  6.63162501E-01  2.44704806E+00  2.44313212E+01  1.22352403E+00  2.30170953E+01  3.83348677E+01  0.00000000E+00  5.47098908E+02  3.02968875E+00  1.04020035E-01
  2.22760278E+01  3.03603131E+00  5.13233400E+00  5.13222209E+00  8.16825340E+00  7.94825340E+00  1.51795970E+00  1.51801565E+00  2.56616700E+00  2.56611105E+00  4.08412670E+00  3.14173239E+01  2.04206335E+00  2.32829746E+01  1.29621697E+02  0.00000000E+00  6.17242160E+02  5.69871935E+00 -1.99961727E-01
  1.39273579E+01  3.89173454E+00  3.34615933E+00  3.34596511E+00  7.23769965E+00  7.01769965E+00  1.94577016E+00  1.94586727E+00  1.67307966E+00  1.67298256E+00  3.61884983E+00  2.61074997E+01  1.80942491E+00  2.28551144E+01  9.15651756E+01  0.00000000E+00  5.22035027E+02  6.05558353E+00  1.03663359E-01
  5.36386359E+00  1.60006748E+00  3.16439176E+00  3.16473691E+00  4.76480440E+00  4.54480440E+00  8.00206318E-01  8.00033742E-01  1.58219588E+00  1.58236846E+00  2.38240220E+00  2.22530978E+01  1.19120110E+00  2.40009890E+01  6.50050578E+01  0.00000000E+00  4.67770537E+02  5.94402444E+00  1.19691692E-01
